meta_id,meta_desc
2166,long-term
2167,management
2168,accident
2169,maud
2170,neglect
2171,elections
2172,sheltered
2173,adapted
2174,officer
2175,viral
2176,self-management
2177,smoking
2178,asd
2179,loans
2180,books
2181,depression
2182,problems
2183,orkney
2184,back
2185,payments
2186,policy
2187,cost
2188,affective
2189,needs
2190,spasms
2191,movement
2192,nursery
2193,talking
2194,cross
2195,trip
2196,addiction
2197,senior
2198,tenancies
2199,buckie
2200,trans
2201,addictions
2202,friends
2203,lap-tops
2204,aspergers
2205,lessons
2206,medicine
2207,technology
2208,child
2209,service
2210,taichi
2211,partnerships
2212,personnel
2213,deafness
2214,loos
2215,points
